Time(us), Temperature(C), Vth(nmos), Vth(pmos)
144070003,27.10,1.6710,0.6054
144159002,27.10,1.6710,0.6054
144248002,27.09,1.6710,0.6054
144337002,27.09,1.6710,0.6053
144426002,27.09,1.6710,0.6054
144515002,27.09,1.6710,0.6053
144603002,27.09,1.6710,0.6053
144691002,27.09,1.6709,0.6053
144780002,27.09,1.6709,0.6053
144869003,27.08,1.6709,0.6053
144958002,27.08,1.6709,0.6052
145046002,27.08,1.6709,0.6052
145135002,27.08,1.6708,0.6052
145224002,27.08,1.6708,0.6052
145313002,27.08,1.6708,0.6052
145402003,27.07,1.6708,0.6051
145491002,27.07,1.6708,0.6051
145579002,27.07,1.6708,0.6051
145668002,27.07,1.6708,0.6051
145757002,27.07,1.6707,0.6051
145846002,27.07,1.6707,0.6051
145935002,27.07,1.6707,0.6051
146023002,27.06,1.6707,0.6051
146112002,27.06,1.6707,0.6050
146201002,27.06,1.6707,0.6050
146288002,27.06,1.6707,0.6050
146376002,27.06,1.6707,0.6050
146465002,27.06,1.6706,0.6050
146554002,27.05,1.6706,0.6050
146642002,27.05,1.6706,0.6050
146730002,27.05,1.6706,0.6049
146817002,27.05,1.6706,0.6049
146904002,27.05,1.6706,0.6049
146991002,27.05,1.6705,0.6049
147078002,27.05,1.6705,0.6049
147165002,27.05,1.6705,0.6049
147253002,27.05,1.6705,0.6049
147342002,27.04,1.6705,0.6049
147431002,27.04,1.6704,0.6049
147520002,27.04,1.6704,0.6048
147608002,27.04,1.6704,0.6048
147697002,27.04,1.6704,0.6048
147786003,27.04,1.6704,0.6048
147875002,27.04,1.6704,0.6047
147964002,27.03,1.6703,0.6047
148052002,27.03,1.6703,0.6047
148141002,27.03,1.6703,0.6047
148230003,27.03,1.6702,0.6047
148319002,27.03,1.6702,0.6046
148408002,27.02,1.6701,0.6046
148495002,27.02,1.6701,0.6046
148583002,27.02,1.6701,0.6046
148672002,27.02,1.6701,0.6046
148760002,27.02,1.6701,0.6046
148849002,27.02,1.6700,0.6045
148938002,27.02,1.6700,0.6045
149027002,27.01,1.6700,0.6045
149116002,27.01,1.6700,0.6045
149205002,27.01,1.6700,0.6045
149293002,27.01,1.6700,0.6045
149382002,27.01,1.6699,0.6045
149471002,27.01,1.6699,0.6045
149560002,27.01,1.6699,0.6045
149648002,27.01,1.6699,0.6044
149736003,27.00,1.6699,0.6044
149825002,27.00,1.6698,0.6044
149914002,27.00,1.6698,0.6044
150003002,27.00,1.6698,0.6044
150091002,27.00,1.6698,0.6044
150180002,27.00,1.6698,0.6043
150268002,27.00,1.6698,0.6043
150356002,27.00,1.6697,0.6043
150444002,26.99,1.6697,0.6043
150532002,26.99,1.6697,0.6043
150620002,26.99,1.6697,0.6043
150708002,26.99,1.6697,0.6043
150796002,26.99,1.6696,0.6042
150885002,26.99,1.6696,0.6042
150974002,26.99,1.6696,0.6042
151062002,26.99,1.6696,0.6042
151151002,26.99,1.6696,0.6042
151240002,26.98,1.6695,0.6042
151329002,26.98,1.6695,0.6042
151418002,26.98,1.6695,0.6042
151507003,26.98,1.6695,0.6041
151595002,26.98,1.6695,0.6041
151683002,26.98,1.6695,0.6041
151771002,26.98,1.6695,0.6041
151859003,26.98,1.6695,0.6041
151948002,26.97,1.6694,0.6041
152037002,26.97,1.6694,0.6041
152126002,26.97,1.6694,0.6041
152214002,26.97,1.6694,0.6041
152303002,26.97,1.6694,0.6040
152392003,26.97,1.6694,0.6040
152480002,26.97,1.6693,0.6040

